Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2018,January,2018 1,Japan,Auckland,Education,Student residence,21,17,5077.119929,2
2018,January,2018 1,Japan,Auckland,Holiday / vacation,Hotel,39.608695652173914,22.782608695652176,3364.5928079476957,23
2018,January,2018 1,Japan,Auckland,Other,Student residence,22,28,250000,1
2018,January,2018 1,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,32,11.8,1244.6271956800001,5
2018,January,2018 1,Japan,Christchurch,Holiday / vacation,Hotel,48.666666666666664,7,2231.2066253333332,3
2018,January,2018 1,Japan,Wellington,Business,Hotel,47,3,685,1
2018,January,2018 1,"Korea, Republic of",Auckland,Conference / convention,NA,32,28,2460.602429,1
2018,January,2018 1,"Korea, Republic of",Auckland,Education,House / flat that you paid some rent for,40.333333333333336,31.333333333333332,6295.003416,3
2018,January,2018 1,"Korea, Republic of",Auckland,Holiday / vacation,Hotel,46.80392156862745,8.607843137254902,16893.38551759837,51
2018,January,2018 1,"Korea, Republic of",Auckland,Other,Backpackers,52,14.333333333333334,3207.0500163333336,3
2018,January,2018 1,"Korea, Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,53.25,22.75,5812.5,4
2018,January,2018 1,Malaysia,Auckland,Holiday / vacation,Staying with family or friends,30,8.8,1960.503266,5
2018,January,2018 1,Malaysia,Auckland,Visiting friends / relatives,Staying with family or friends,42,9,1400,1
2018,January,2018 1,Malaysia,Christchurch,Holiday / vacation,Farm-stay or Home-stay,52,20,3250,1
2018,January,2018 1,Mauritius,Christchurch,Visiting friends / relatives,Staying with family or friends,42,13,3964.059451,1
2018,January,2018 1,Netherlands,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",52,30.857142857142858,21879.045688637,7
2018,January,2018 1,Netherlands,Auckland,Visiting friends / relatives,Staying with family or friends,57,30.5,6193.495199,2
2018,January,2018 1,Netherlands,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",54.54545454545455,33.90909090909091,6592.233420114455,11
2018,January,2018 1,Netherlands,Christchurch,Visiting friends / relatives,Staying with family or friends,62,30,6762.105837,1
2018,January,2018 1,Northern Ireland,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47,16.5,3827.9924549999996,2
2018,January,2018 1,Northern Ireland,Wellington,Visiting friends / relatives,Staying with family or friends,27,14,5359.189437,1
2018,January,2018 1,Norway,Christchurch,Holiday / vacation,Backpackers,27,25,5495.544755,1
2018,January,2018 1,Oman,Auckland,Visiting friends / relatives,Staying with family or friends,27,29,2000,1
2018,January,2018 1,Philippines,Auckland,Education,A house you own,32,281,17000,1
2018,January,2018 1,Philippines,Auckland,Holiday / vacation,House / flat that you paid some rent for,52,19,1784.211479,1
2018,January,2018 1,Philippines,Auckland,Other,A house you own,32,28,311.3787804,1
2018,January,2018 1,Poland,Auckland,Holiday / vacation,Bed and Breakfast,39.5,12,4000,2
2018,January,2018 1,Poland,Auckland,Visiting friends / relatives,Bed and Breakfast,27,28,12139.58647,1
2018,January,2018 1,Scotland,Auckland,Visiting friends / relatives,Staying with family or friends,64.5,28.75,3429.91278475,4
2018,January,2018 1,Scotland,Christchurch,Holiday / vacation,Hotel,39.5,40.25,11914.62651525,4
2018,January,2018 1,Scotland,Christchurch,Visiting friends / relatives,Staying with family or friends,72,36,4784.9905685,2
2018,January,2018 1,Scotland,Wellington,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",64.5,16.5,3704.7001615,2
2018,January,2018 1,Singapore,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,42,21.333333333333332,2558.8198219,3
2018,January,2018 1,Singapore,Christchurch,Holiday / vacation,Bed and Breakfast,47,7,1913.996227,1
2018,January,2018 1,Singapore,Christchurch,Visiting friends / relatives,Hotel,42,16,5214.477184,1
2018,January,2018 1,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,64.5,20,1017.1202731000001,2
2018,January,2018 1,South Africa,Christchurch,Visiting friends / relatives,Staying with family or friends,52,23,5000,1
2018,January,2018 1,Spain,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47,29,7607.369067,1
2018,January,2018 1,Spain,Christchurch,Holiday / vacation,Hotel,57,6,2535.789689,1
2018,January,2018 1,Sri Lanka,Auckland,Visiting friends / relatives,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",62,13,550,1
2018,January,2018 1,Sweden,Auckland,Holiday / vacation,Backpackers,20,14,3393.423654,1
2018,January,2018 1,Sweden,Auckland,Visiting friends / relatives,Staying with family or friends,62,21,4066.94992,1
2018,January,2018 1,Sweden,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",48.25,28.5,4481.4568565,4
2018,January,2018 1,Sweden,Christchurch,Visiting friends / relatives,Staying with family or friends,62,13,3575.396558,1
2018,January,2018 1,Sweden,Queenstown,Holiday / vacation,Hotel,67,13,8682.028919,1
2018,January,2018 1,Switzerland,Auckland,Business,Staying with family or friends,62,13,3500,1
2018,January,2018 1,Switzerland,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",42,29.555555555555557,5462.379709984444,9
2018,January,2018 1,Switzerland,Auckland,Visiting friends / relatives,Staying with family or friends,47,29,5166.6666665,2
2018,January,2018 1,Switzerland,Christchurch,Holiday / vacation,Farm-stay or Home-stay,41.166666666666664,26.166666666666668,6295.454698166666,6
2018,January,2018 1,Switzerland,Christchurch,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",80,25,33810.52919,1
2018,January,2018 1,Taiwan,Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",42.625,11.5,24801.7150731625,8
2018,January,2018 1,Taiwan,Christchurch,Holiday / vacation,Hotel,52,9.5,3841.4944645,2
2018,January,2018 1,Thailand,Auckland,Holiday / vacation,Hotel,32,11,5272.992911,1
2018,January,2018 1,United Arab Emirates,Auckland,Visiting friends / relatives,Staying with family or friends,37,26,1000,1
2018,January,2018 1,United States of America,Auckland,Business,House / flat that you paid some rent for,44.5,37,17520.635170335,2
2018,January,2018 1,United States of America,Auckland,Holiday / vacation,Hotel,55.30434782608695,20.349716446124766,4904.3527639652175,23
2018,January,2018 1,United States of America,Auckland,Other,Backpackers,27,364,11375.67802,1
2018,January,2018 1,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,54,20.4,3545.0043414,5
2018,January,2018 1,United States of America,Christchurch,Holiday / vacation,Hotel,45.57142857142857,16.714285714285715,5265.923267428571,7
2018,January,2018 1,United States of America,Christchurch,Visiting friends / relatives,Staying with family or friends,57,28.5,5158.7925835,2
2018,January,2018 1,United States of America,Queenstown,Holiday / vacation,Hotel,52,10.666666666666666,3166.951063,3
2018,January,2018 1,United States of America,Wellington,Education,Farm-stay or Home-stay,22,40,5502.712089,1
2018,January,2018 1,United States of America,Wellington,Holiday / vacation,Hotel,68.25,28,13411.71797175,4
2018,January,2018 1,Uruguay,Auckland,Holiday / vacation,House / flat that you paid some rent for,52,3,1719.597528,1
2018,January,2018 1,Wales,Auckland,Holiday / vacation,Hotel,42,23.5,9087.2701925,2
2018,January,2018 1,Wales,Auckland,Other,"Motel, Motor Inn or Serviced Apartment",57,14,4784.990569,1
2018,January,2018 1,Wales,Auckland,Visiting friends / relatives,Staying with family or friends,63.25,33,2527.1707085,4
2018,January,2018 1,Wales,Wellington,Visiting friends / relatives,Farm-stay or Home-stay,57,13,956.9981137,1
2018,January,2018 1,Zambia,Christchurch,Visiting friends / relatives,Staying with family or friends,62,23,4500,1
2018,January,2018 2,Australia,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",57,89,4500,1
2018,January,2018 2,Australia,Auckland,Visiting friends / relatives,Hotel,37,142,1610.986,1
2018,January,2018 2,Canada,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",59.5,85,10696.515865000001,2
2018,January,2018 2,"China, People's Republic of",Auckland,Other,Private Hotel / Guesthouse,32,180,5893.047203,2
2018,January,2018 2,"China, People's Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,72,151,10000,1
2018,January,2018 2,Denmark,Christchurch,Other,Backpackers,22,133,13907.22578,1
2018,January,2018 2,France,Auckland,Education,House / flat that you paid some rent for,20,89,6537.991645,1
2018,January,2018 2,France,Auckland,Holiday / vacation,Backpackers,22,141,5075.983289,1
2018,January,2018 2,Germany,Auckland,Education,Farm-stay or Home-stay,20,140,21919.9443,1
2018,January,2018 2,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",21.555555555555557,113.55555555555556,6807.222194968778,9
2018,January,2018 2,Germany,Christchurch,Education,Student residence,22,110,5752.781061,1
2018,January,2018 2,Germany,Wellington,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,82,8459.972148,1
2018,January,2018 2,Japan,Auckland,Holiday / vacation,Farm-stay or Home-stay,32,97,0.650542912,1
2018,January,2018 2,"Korea, Republic of",Auckland,Education,House / flat that you paid some rent for,42,46,13333.33333,1
2018,January,2018 2,"Korea, Republic of",Auckland,Holiday / vacation,Student residence,39.5,82.5,9647.897162,2
2018,January,2018 2,Netherlands,Auckland,Holiday / vacation,Staying with family or friends,67,84,8,1
2018,January,2018 2,Netherlands,Auckland,Visiting friends / relatives,A house you own,72,94,4200,1
2018,January,2018 2,Netherlands,Christchurch,Holiday / vacation,House / flat that you paid some rent for,22,125,2500,1
2018,January,2018 2,New Caledonia,Auckland,Holiday / vacation,Yacht or other boat,67,141,10000,1
2018,January,2018 2,Norway,Auckland,Education,Staying with family or friends,22,108,8000,1
2018,January,2018 2,Slovenia,Auckland,Visiting friends / relatives,Staying with family or friends,72,88,1285.915767,1
2018,January,2018 2,Spain,Queenstown,Holiday / vacation,House / flat that you paid some rent for,27,119,8000,1
2018,January,2018 2,Sweden,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,126,6551.33875,1
2018,January,2018 2,Switzerland,Auckland,Holiday / vacation,Backpackers,22,85,8300,1
2018,January,2018 2,Switzerland,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47,86,10643.97036,1
2018,January,2018 3,Austria,Auckland,Education,Farm-stay or Home-stay,20,165,17399.15755,1
2018,January,2018 3,Belgium,Auckland,Education,House / flat that you paid some rent for,22,184,17399.15755,1
2018,January,2018 3,"China, People's Republic of",Christchurch,Visiting friends / relatives,A house you own,62,177,1000,1
2018,January,2018 3,France,Auckland,Holiday / vacation,House / flat that you paid some rent for,24.5,192,8490.7888865,2
2018,January,2018 3,France,Auckland,Other,Backpackers,27,357,10000,1
2018,January,2018 3,Germany,Auckland,Education,NA,20,166,34798.31511,1
2018,January,2018 3,Germany,Auckland,Holiday / vacation,Staying with family or friends,22,202.5,10119.95788,2
2018,January,2018 3,Italy,Auckland,Other,A house you own,22,235,7000,1
2018,January,2018 3,Japan,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",47,126,1845.399464,2
2018,January,2018 3,Japan,Auckland,Other,Student residence,34.5,218.5,4750,2
2018,January,2018 3,"Korea, Republic of",Auckland,Holiday / vacation,Staying with family or friends,42,193,8009.341297,1
2018,January,2018 3,Mexico,Auckland,Education,Farm-stay or Home-stay,20,174,19000,1
2018,January,2018 3,Netherlands,Auckland,Education,Student residence,22,195,30448.52572,1
2018,January,2018 3,Scotland,Auckland,Other,NOT SURE,20,175,15596.10349,1
2018,January,2018 3,Sweden,Auckland,Visiting friends / relatives,Staying with family or friends,20,179,7524.990231,1
2018,January,2018 3,United States of America,Auckland,Education,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,198,14959.04393,1
2018,January,2018 4,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,27,341,534.9789333,1
2018,January,2018 4,"China, People's Republic of",Auckland,Holiday / vacation,House / flat that you paid some rent for,22,336,1509.956018,1
2018,January,2018 4,France,Auckland,Holiday / vacation,Backpackers,22,287,5672.235848,1
2018,January,2018 4,Germany,Auckland,Holiday / vacation,Staying with family or friends,27,350,25525.06132,1
2018,January,2018 4,Germany,Christchurch,Holiday / vacation,Staying with family or friends,27,310,20000,1
2018,January,2018 4,Italy,Auckland,Business,House / flat that you paid some rent for,32,343,3000,1
2018,January,2018 4,Saudi Arabia,Auckland,Education,House / flat that you paid some rent for,37,279,19500,1
2018,January,2018 4,Scotland,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",27,336,7500,1
2018,January,2018 4,United States of America,Auckland,Holiday / vacation,Hotel,62,325,4474.599591,1
2018,July,2018 1,Australia,Christchurch,Business,House / flat that you paid some rent for,57,184,5406.731885,1
2018,July,2018 1,"China, People's Republic of",Auckland,Holiday / vacation,Private Hotel / Guesthouse,42,222,4800,1
2018,July,2018 1,"China, People's Republic of",Auckland,Visiting friends / relatives,House / flat that you paid some rent for,39.5,171.5,925.7664303500001,2
2018,July,2018 1,Germany,Auckland,Education,Student residence,22,215,6000,1
2018,July,2018 1,Netherlands,Auckland,Education,Farm-stay or Home-stay,22,186,5000,1
2018,July,2018 2,England,Auckland,Education,Student residence,22,346,19000,1
2018,July,2018 2,England,Christchurch,Education,Student residence,22,353,5793.733593,1
2018,July,2018 2,France,Auckland,Education,House / flat that you paid some rent for,22,356,16073.94708,1
2018,July,2018 2,Germany,Auckland,Holiday / vacation,Staying with family or friends,21,280.5,2998.0979916445,2
2018,July,2018 2,Germany,Auckland,Other,Staying with family or friends,21,296.5,4537.9916445,2
2018,July,2018 2,Germany,Christchurch,Holiday / vacation,House / flat that you paid some rent for,22,288,4500,1
2018,July,2018 2,Indonesia,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,47,14,1666.666667,1
